CustomerId,FirstName,LastName,Email,PhoneNumber,AddressLine1,AddressLine2,City,State,PostalCode,Country,BirthDate,Gender,Occupation,Income,RegistrationDate,LastLogin,IsActive,Notes,CreatedAt,UpdatedAt
12,莉子,吉田,26@hotmail.com,0472-46-0261,180 山本Motorway,Suite 290,蒼空市,8,998-0270,Sri Lanka,19720512,Other,Customer Metrics Analyst,401097.86,20221121191749,20241214010626,True,半額 〜亭 こうつう じじょでん とうき 逆 ほんらい.,20241230111912,20241230111912
13,陸斗,伊藤,16@gmail.com,01-5224-0964,91228 颯太Locks,Apt. 470,莉子町,33,274-7300,Sudan,19930906,Female,Dynamic Intranet Facilitator,357518.66,20240716020306,20241213220957,True,やさい 徳川 黙る ざんぴん 救急車.,20241230111912,20241230111912
14,陸斗,山田,_73@hotmail.com,0127-15-4196,166 翼Village,Apt. 041,蒼空町,32,951-7596,Hungary,20020402,Other,Internal Tactics Coordinator,899086.33,20240731092034,20241216064029,True,秘める 靖国神社 休日 こくふくする かん 平安 あれる じぶん さいぼう.,20241230111912,20241230111912
15,蓮,斎藤,56@gmail.com,01895-2-7860,07246 心愛Ways,Apt. 855,山田村,44,320-2133,Guernsey,19690321,Male,Dynamic Data Manager,76902.96,20220118061456,20241218012000,True,けいじばん 床 げいひんかん とりあえず 高値 シアトルし 退く 超〜 はなじ.,20241230111912,20241230111912
16,結愛,渡辺,_@hotmail.com,0206-43-1255,22063 心愛Flats,Suite 486,北林区,16,407-4913,Vietnam,19860628,Female,Customer Intranet Liaison,437437.25,20220811061153,20241225013556,True,たて むぼう どろ 合う 品詞.,20241230111912,20241230111912
17,結衣,清水,_@gmail.com,01-0199-6262,71185 伊藤Tunnel,Suite 508,斎藤区,2,233-3558,Mayotte,19990907,Male,District Group Facilitator,122376.68,20221224203720,20241229181552,True,無糖 雑音 あらあらしい 待合 みなもと 九日 かちゅう いつ頃 賢明 じきしょうそう.,20241230111912,20241230111912
18,結衣,山本,36@yahoo.com,026-654-4027,715 美咲Via,Suite 543,愛菜村,42,768-2775,Anguilla,19810529,Female,Legacy Research Analyst,58885.96,20221111152730,20241214131157,True,禍根 陳列室 不可欠 げいひんかん 体重.,20241230111912,20241230111912
19,陸斗,加藤,_40@gmail.com,01220-1-6909,857 蒼空River,Apt. 873,結菜町,23,182-2062,Turkmenistan,19820106,Female,Product Data Technician,710403.09,20220228065120,20241212040338,True,しずむ そあく だいどころ.,20241230111912,20241230111912
20,結愛,渡辺,_@yahoo.com,0600-66-4762,0341 美羽Harbor,Suite 828,南松本村,23,574-6487,Ireland,19840520,Male,Global Group Facilitator,492054.52,20240101133001,20241218170507,True,こわす 号 たまご にる かっこう 無駄 へいがい ぶそう 巡回.,20241230111912,20241230111912
21,大和,清水,_@hotmail.com,057-233-8670,7695 高橋Valley,Apt. 733,美咲町,24,306-4343,Suriname,19780210,Other,Investor Functionality Technician,413449.11,20221124021006,20241208083652,True,こくふくする しえんする げんめつ 擬装 色々 じっかん 右翼.,20241230111912,20241230111912
22,大和,林,.@hotmail.com,005-212-3082,244 蒼空Trail,Suite 055,東美羽市,11,100-5304,San Marino,19670524,Female,International Interactions Executive,440364.52,20240310033456,20241215134555,True,天井 店 とめる たらす ごうけん.,20241230111912,20241230111912
23,陸斗,山本,_@yahoo.com,030-507-5254,883 渡辺Cape,Apt. 497,渡辺町,8,084-6612,Nicaragua,19800504,Male,Future Implementation Technician,946537.38,20230703162055,20241218133222,True,馬 とふ 自立 たれる とちょう ちあん ごじゅう ちがい.,20241230111912,20241230111912
24,颯太,山田,4@hotmail.com,0453-90-9190,1004 海翔Flats,Apt. 674,吉田町,13,038-4255,Moldova,19911018,Other,National Optimization Assistant,607001.13,20240810130959,20241210040446,True,かんぜん 壮年 羊毛 牛乳 じゅうどう ちかく 果樹 難しい 全日本.,20241230111912,20241230111912
25,陽菜,井上,88@hotmail.com,0573-15-0301,56882 莉子Tunnel,Apt. 058,結愛市,27,314-1211,Mexico,20030302,Other,Senior Intranet Consultant,830127.77,20231213233027,20241130142546,True,いたずら ちきゅう 高値 たらす 重い きょうどう 擬装.,20241230111912,20241230111912
26,颯太,渡辺,.@hotmail.com,03-4261-8311,7283 蒼空Isle,Apt. 865,南小林区,45,598-6267,Tuvalu,19920728,Male,Investor Web Liaison,72408.59,20220208124429,20241229044357,True,みさき 暇 かぶしきしじょう 胃.,20241230111912,20241230111912
27,太一,佐藤,74@hotmail.com,08876-0-2186,270 海翔Rapids,Suite 341,陽菜市,32,618-8831,South Georgia and the South Sandwich Islands,19910526,Male,Senior Security Administrator,843507.08,20220505222533,20241206005323,False,あらあらしい 狂う まつ.,20241230111912,20241230111912
28,心愛,加藤,_92@hotmail.com,031-646-8701,4514 愛菜Pike,Apt. 798,湖心愛市,43,605-4732,Northern Mariana Islands,20031031,Male,Human Branding Representative,669523.17,20230305085411,20241219164552,True,あらそう 店舗 ざんぴん 形 奉仕 傑作 封筒.,20241230111912,20241230111912
29,結愛,山口,6@hotmail.com,083-663-0899,988 結愛River,Suite 076,新陽菜市,34,915-7577,Solomon Islands,19790620,Other,Lead Integration Supervisor,661185.41,20220419175809,20241201235449,False,洋服 せいぞう さきまわり つうやく 近視 ぶん.,20241230111912,20241230111912
30,心愛,佐々木,_38@yahoo.com,00-2804-7275,58170 吉田Gateway,Suite 882,大翔市,4,897-7913,French Guiana,20021118,Male,Chief Intranet Engineer,488263.36,20240807064749,20241209060711,True,ぐん れつあく くつじょく つぎつぎ 店舗 泳ぐ しょうりゃく 無糖 かいたく しゃこ.,20241230111912,20241230111912
31,蒼空,小林,.86@gmail.com,09609-5-4990,31026 吉田Path,Apt. 494,湖心愛区,8,659-5638,Zimbabwe,20010216,Female,Central Accounts Engineer,94723.39,20230305080425,20241211234941,True,魔術 魔法 俵 脱税 境.,20241230111912,20241230111912
32,結愛,山口,.@yahoo.com,0607-82-4593,3509 松本Divide,Suite 340,北結衣市,21,930-8055,Malawi,19810325,Female,Internal Paradigm Engineer,210337.43,20220913145537,20241203020238,True,総括 果樹 量 壊す かん.,20241230111912,20241230111912
33,愛菜,清水,_8@yahoo.com,0312-55-7026,760 陽翔Mountains,Apt. 765,西大和市,24,953-2070,Uzbekistan,19680319,Male,Internal Accountability Assistant,613242.37,20230103111229,20241214084846,True,仕方がない 封筒 壊す しえんする ころす めいがら.,20241230111912,20241230111912
34,蓮,林,.@hotmail.com,056-504-3350,3784 松本River,Suite 641,清水区,1,509-8987,Central African Republic,19670310,Other,Legacy Tactics Executive,738374.13,20220414185400,20241229013249,False,無糖 けいかん 母 鍋 漂う つぎつぎ 悲しみ 伐採 かいじゅう 減俸.,20241230111912,20241230111912
35,美羽,松本,.@hotmail.com,0154-07-7298,67128 颯太Freeway,Suite 345,北山口市,7,307-9612,Zambia,19721215,Female,Central Communications Specialist,80376.69,20220804013326,20241201213135,True,たて やさしい 終点 げいひんかん この頃 みさき 下着 おりめ 明治 たらす.,20241230111912,20241230111912
36,美咲,井上,.@yahoo.com,04130-2-0579,99364 美羽Knoll,Suite 599,港中村区,22,710-7298,Puerto Rico,19681204,Male,Dynamic Tactics Coordinator,385247.03,20240628032200,20241210193124,False,約する とくに めいし.,20241230111912,20241230111912
37,美咲,鈴木,99@yahoo.com,00-4785-8488,272 蓮Hills,Suite 979,小林町,13,704-3719,Morocco,19711229,Male,Lead Division Executive,406736.47,20240429145406,20241229043534,False,抑制 たくす まぎらす かんぜん 果樹 店舗 没落 ぶそう.,20241230111912,20241230111912
38,心愛,吉田,_6@hotmail.com,0868-49-2266,95279 田中Ford,Apt. 516,南中村市,9,611-5025,Bosnia and Herzegovina,19901205,Male,Human Assurance Designer,6541.91,20231123000826,20241205152018,True,ころす ししょく 奉仕.,20241230111912,20241230111912
39,陸斗,田中,.@gmail.com,078-763-0699,538 結衣Union,Apt. 944,新杏町,31,785-8364,Namibia,19800313,Male,Customer Applications Executive,564973.31,20241119061856,20241216163216,False,芽 近視 暴力 憂い けいけんしゃ 軒 手作り.,20241230111912,20241230111912
40,結菜,加藤,0@gmail.com,048-143-8454,884 莉子Union,Apt. 998,大翔町,33,530-7083,Antarctica (the territory South of 60 deg S),19830925,Female,Regional Markets Representative,972598.63,20231114103754,20241222013554,True,しょうかする 退く きひん 寮生 撃つ がんばる 十台 軒.,20241230111912,20241230111912
41,樹,山田,.@gmail.com,0804-71-2715,58927 結衣Squares,Suite 536,大翔村,28,407-7261,San Marino,20040902,Other,Investor Tactics Specialist,194420.82,20240814133805,20241211061415,True,秘める もはん 人性 じょうじゅん のき よわよわしい のき.,20241230111912,20241230111912
42,翼,高橋,_@gmail.com,0151-80-8171,47408 加藤Village,Apt. 219,陽翔区,2,229-9050,Seychelles,19800107,Male,National Metrics Engineer,191902.22,20230330165526,20241218231151,False,下さい たいさ 擬装 はちまき 山葵 普及 書き方.,20241230111912,20241230111912
43,結菜,井上,.@hotmail.com,02758-5-4461,720 山本Valleys,Apt. 211,新陽翔区,42,347-2430,Georgia,20010525,Other,Forward Configuration Administrator,658438.70,20240514155010,20241213215906,True,山葵 奇襲 やしなう しゃくや 譜面 がんばる けいけんしゃ とうさん 防犯 つばさ.,20241230111912,20241230111912
44,美羽,中村,_12@hotmail.com,099-306-4287,50676 清水Stravenue,Apt. 335,陽菜町,6,925-1241,Nicaragua,19830728,Other,Internal Directives Officer,86012.96,20241113052154,20241225160317,True,よぼう ぐん 洋服 雇用 右翼 難しい 防犯 シアトルし 抑制.,20241230111912,20241230111912
45,愛菜,山口,.@hotmail.com,0718-48-2688,44265 結衣Island,Apt. 720,西斎藤区,13,669-0695,Kazakhstan,19800209,Female,Investor Implementation Architect,74461.84,20220417221829,20241224114944,False,近視 つぎつぎ 羊毛 号 九日 せいしん.,20241230111912,20241230111912
46,大翔,井上,_61@hotmail.com,04-3387-4397,56460 翼Spur,Apt. 095,太一村,11,494-4969,Chad,19770129,Female,Dynamic Communications Assistant,567367.87,20240811202533,20241225020755,True,だいどころ こうおつ なんべい とうさん 右翼 せんりゅう つなひき あっとうする.,20241230111912,20241230111912
47,美羽,林,.9@hotmail.com,018-126-5915,90107 高橋Cape,Suite 229,湖美咲区,2,904-1805,Bouvet Island (Bouvetoya),19990320,Other,Direct Implementation Representative,438252.04,20240511064738,20241226174026,True,封筒 人口 きげんご いちだい.,20241230111912,20241230111912
48,海翔,清水,.@yahoo.com,01-4538-2262,427 莉子Mountain,Suite 136,美咲市,45,775-4580,India,19710815,Other,Senior Solutions Liaison,713684.91,20221122232739,20241210224127,False,提案する 浅い じゅうどう こくふくする あしくび.,20241230111912,20241230111912
49,莉子,小林,.19@hotmail.com,0433-65-9506,40973 美咲Flat,Suite 863,吉田区,13,778-7342,Nepal,19820907,Female,Regional Branding Administrator,119875.09,20230317094310,20241206063434,True,めいしょ 塾生 どうけつ ふさい 輸出.,20241230111912,20241230111912
50,蒼空,中村,_54@yahoo.com,0528-67-3175,23178 中村Glen,Apt. 370,南美咲村,2,522-8201,Samoa,19870423,Other,District Creative Architect,188538.73,20240605094546,20241218165316,False,あくれい まもる せんじょうざい 問題 減俸 こうおつ かんぜん 誓い がいよう.,20241230111912,20241230111912
